"","x5","y5","zeros"
"1",0.899965730757754,0.00785388194853654,0
"2",0.899862925640752,0.0157071657935552,0
"3",0.899691592478002,0.0235592534770858,0
"4",0.899451744317186,0.0314095470322509,0
"5",0.899143399423672,0.0392574486288024,0
"6",0.898766581279116,0.0471023606186495,0
"7",0.89832131857968,0.0549436855813712,0
"8",0.897807645233842,0.0627808263697128,0
"9",0.897225600359815,0.0706131861550604,0
"10",0.896575228282571,0.0784401684728924,0
"11",0.895856578530461,0.0862611772682016,0
"12",0.895069705831446,0.0940756169408881,0
"13",0.894214670108929,0.101882892391116,0
"14",0.89329153647719,0.109682409064633,0
"15",0.892300375236429,0.117473572998046,0
"16",0.891241261867413,0.125255790864059,0
"17",0.890114277025725,0.13302847001665,0
"18",0.888919506535624,0.140791018536208,0
"19",0.887657041383508,0.14854284527461,0
"20",0.886326977710987,0.156283359900237,0
"21",0.884929416807559,0.164011972942933,0
"22",0.883464465102898,0.17172809583889,0
"23",0.881932234158747,0.179431140975477,0
"24",0.880332840660425,0.187120521735983,0
"25",0.87866640640794,0.194795652544293,0
"26",0.876933058306712,0.202455948909479,0
"27",0.875132928357909,0.210100827470315,0
"28",0.873266153648397,0.217729706039701,0
"29",0.871332876340297,0.225342003648997,0
"30",0.869333243660162,0.232937140592269,0
"31",0.867267407887761,0.240514538470431,0
"32",0.865135526344487,0.248073620235299,0
"33",0.862937761381374,0.25561381023353,0
"34",0.860674280366732,0.263134534250463,0
"35",0.858345255673404,0.270635219553846,0
"36",0.855950864665638,0.278115294937453,0
"37",0.853491289685579,0.285574190764583,0
"38",0.850966718039385,0.293011339011441,0
"39",0.848377341982961,0.300426173310394,0
"40",0.845723358707318,0.307818128993102,0
"41",0.843004970323558,0.315186643133521,0
"42",0.840222383847482,0.32253115459077,0
"43",0.837375811183822,0.329851104051868,0
"44",0.834465469110109,0.337145934074321,0
"45",0.831491579260158,0.344415089128581,0
"46",0.828454368107196,0.351658015640346,0
"47",0.825354066946612,0.358874162032722,0
"48",0.822190911878341,0.36606297876822,0
"49",0.818965143788889,0.373223918390615,0
"50",0.815677008332985,0.38035643556663,0
"51",0.812326755914875,0.387459987127466,0
"52",0.80891464166925,0.39453403211017,0
"53",0.805440925441823,0.401578031798828,0
"54",0.801905871769531,0.408591449765592,0
"55",0.7983097498604,0.415573751911531,0
"56",0.794652833573034,0.422524406507302,0
"57",0.790935401395769,0.429442884233648,0
"58",0.787157736425456,0.436328658221703,0
"59",0.78332012634591,0.44318120409312,0
"60",0.779422863405995,0.45,0
"61",0.775466244397373,0.456784526664634,0
"62",0.771450570631901,0.463534267419049,0
"63",0.767376147918683,0.470248708244354,0
"64",0.763243286540783,0.476927337809884,0
"65",0.759052301231597,0.483569647512141,0
"66",0.754803511150882,0.490175131513524,0
"67",0.750497239860451,0.496743286780852,0
"68",0.746133815299537,0.503273613123672,0
"69",0.741713569759814,0.50976561323235,0
"70",0.737236839860093,0.516218792715942,0
"71",0.732703966520687,0.522632660139846,0
"72",0.728115294937453,0.529006727063226,0
"73",0.723471174555496,0.535340508076207,0
"74",0.718771959042564,0.541633520836843,0
"75",0.714018006262112,0.547885286107849,0
"76",0.70920967824605,0.554095327793092,0
"77",0.704347341167173,0.560263172973858,0
"78",0.699431365311274,0.566388351944854,0
"79",0.694462125048948,0.572470398249988,0
"80",0.68943999880708,0.578508848717885,0
"81",0.684365369040028,0.584503243497165,0
"82",0.679238622200495,0.590453126091457,0
"83",0.674060148710102,0.596358043394164,0
"84",0.668830342929655,0.602217545722972,0
"85",0.663549603129112,0.608031186854094,0
"86",0.658218331457253,0.613798524056249,0
"87",0.652836933911059,0.619519118124379,0
"88",0.647405820304786,0.625192533413098,0
"89",0.641925404238763,0.630818337869866,0
"90",0.636396103067893,0.636396103067893,0
"91",0.630818337869866,0.641925404238763,0
"92",0.625192533413098,0.647405820304786,0
"93",0.619519118124379,0.652836933911059,0
"94",0.613798524056249,0.658218331457253,0
"95",0.608031186854094,0.663549603129112,0
"96",0.602217545722972,0.668830342929655,0
"97",0.596358043394164,0.674060148710102,0
"98",0.590453126091457,0.679238622200495,0
"99",0.584503243497165,0.684365369040028,0
"100",0.578508848717885,0.68943999880708,0
"101",0.572470398249988,0.694462125048948,0
"102",0.566388351944854,0.699431365311274,0
"103",0.560263172973858,0.704347341167173,0
"104",0.554095327793092,0.70920967824605,0
"105",0.547885286107849,0.714018006262112,0
"106",0.541633520836844,0.718771959042564,0
"107",0.535340508076207,0.723471174555496,0
"108",0.529006727063226,0.728115294937453,0
"109",0.522632660139846,0.732703966520687,0
"110",0.516218792715942,0.737236839860093,0
"111",0.50976561323235,0.741713569759814,0
"112",0.503273613123672,0.746133815299538,0
"113",0.496743286780852,0.750497239860451,0
"114",0.490175131513524,0.754803511150882,0
"115",0.483569647512141,0.759052301231597,0
"116",0.476927337809884,0.763243286540783,0
"117",0.470248708244354,0.767376147918683,0
